LD,Velocity (km/s),a (degrees),$ (degrees),DI
1,0.25,90,75,0.00007
1,0.25,90,60,0.0058
1,0.25,90,45,0.01259
1,0.25,90,30,0.02086
1,0.25,90,15,0.02278
1,0.25,90,0,0.02489
1,0.25,75,75,0.00047
1,0.25,75,60,0.00792
1,0.25,75,45,0.01477
1,0.25,75,30,0.02229
1,0.25,75,15,0.02518
1,0.25,75,0,0.02897
1,0.25,60,75,0.00009
1,0.25,60,60,0.00413
1,0.25,60,45,0.0131
1,0.25,60,30,0.0207
1,0.25,60,15,0.02687
1,0.25,60,0,0.02858
1,0.25,45,75,0.00004
1,0.25,45,60,0.00108
1,0.25,45,45,0.00761
1,0.25,45,30,0.01842
1,0.25,45,15,0.02641
1,0.25,45,0,0.03002
1,0.25,30,75,0
1,0.25,30,60,0.00129
1,0.25,30,45,0.00667
1,0.25,30,30,0.01515
1,0.25,30,15,0.02341
1,0.25,30,0,0.02718
1,0.25,15,75,0
1,0.25,15,60,0.00184
1,0.25,15,45,0.01069
1,0.25,15,30,0.01829
1,0.25,15,15,0.02119
1,0.25,15,0,0.02343
1,0.25,0,75,0
1,0.25,0,60,0.00655
1,0.25,0,45,0.01424
1,0.25,0,30,0.02094
1,0.25,0,15,0.02575
1,0.25,0,0,0.02408
1,0.25,-15,75,0.0012
1,0.25,-15,60,0.00691
1,0.25,-15,45,0.01423
1,0.25,-15,30,0.02206
1,0.25,-15,15,0.02579
1,0.25,-15,0,0.02401
1,0.25,-30,75,0.00014
1,0.25,-30,60,0.00256
1,0.25,-30,45,0.01378
1,0.25,-30,30,0.02402
1,0.25,-30,15,0.02809
1,0.25,-30,0,0.02607
1,0.25,-45,75,0.00013
1,0.25,-45,60,0.00103
1,0.25,-45,45,0.00738
1,0.25,-45,30,0.0193
1,0.25,-45,15,0.02908
1,0.25,-45,0,0.0284
1,0.25,-60,75,0.00003
1,0.25,-60,60,0.00202
1,0.25,-60,45,0.00753
1,0.25,-60,30,0.01625
1,0.25,-60,15,0.02597
1,0.25,-60,0,0.02881
1,0.25,-75,75,0
1,0.25,-75,60,0.00249
1,0.25,-75,45,0.01039
1,0.25,-75,30,0.01813
1,0.25,-75,15,0.02333
1,0.25,-75,0,0.02708
1,0.25,-90,75,0.00007
1,0.25,-90,60,0.0058
1,0.25,-90,45,0.01259
1,0.25,-90,30,0.02086
1,0.25,-90,15,0.02278
1,0.25,-90,0,0.02489
1,2.15,90,75,0.30161
1,2.15,90,60,0.56859
1,2.15,90,45,0.75091
1,2.15,90,30,0.92972
1,2.15,90,15,0.98524
1,2.15,90,0,0.99567
1,2.15,75,75,0.33099
1,2.15,75,60,0.58173
1,2.15,75,45,0.74954
1,2.15,75,30,0.91151
1,2.15,75,15,0.98681
1,2.15,75,0,0.98692
1,2.15,60,75,0.31178
1,2.15,60,60,0.58066
1,2.15,60,45,0.76922
1,2.15,60,30,0.89185
1,2.15,60,15,0.99531
1,2.15,60,0,1.02322
1,2.15,45,75,0.30037
1,2.15,45,60,0.58455
1,2.15,45,45,0.75682
1,2.15,45,30,0.90294
1,2.15,45,15,0.95387
1,2.15,45,0,1.02366
1,2.15,30,75,0.29359
1,2.15,30,60,0.58031
1,2.15,30,45,0.74881
1,2.15,30,30,0.8945
1,2.15,30,15,0.97436
1,2.15,30,0,0.9958
1,2.15,15,75,0.29792
1,2.15,15,60,0.58563
1,2.15,15,45,0.77833
1,2.15,15,30,0.89762
1,2.15,15,15,0.98169
1,2.15,15,0,0.97961
1,2.15,0,75,0.28686
1,2.15,0,60,0.57935
1,2.15,0,45,0.77941
1,2.15,0,30,0.92183
1,2.15,0,15,0.98294
1,2.15,0,0,1.00639
1,2.15,-15,75,0.29988
1,2.15,-15,60,0.59402
1,2.15,-15,45,0.76727
1,2.15,-15,30,0.94243
1,2.15,-15,15,0.97479
1,2.15,-15,0,0.98312
1,2.15,-30,75,0.28517
1,2.15,-30,60,0.59412
1,2.15,-30,45,0.76834
1,2.15,-30,30,0.92386
1,2.15,-30,15,1.00292
1,2.15,-30,0,0.99382
1,2.15,-45,75,0.2742
1,2.15,-45,60,0.57638
1,2.15,-45,45,0.76518
1,2.15,-45,30,0.90944
1,2.15,-45,15,1.00055
1,2.15,-45,0,1.02311
1,2.15,-60,75,0.2783
1,2.15,-60,60,0.57057
1,2.15,-60,45,0.75583
1,2.15,-60,30,0.90938
1,2.15,-60,15,0.97341
1,2.15,-60,0,1.02777
1,2.15,-75,75,0.28607
1,2.15,-75,60,0.56516
1,2.15,-75,45,0.76076
1,2.15,-75,30,0.9175
1,2.15,-75,15,0.99298
1,2.15,-75,0,0.98692
1,2.15,-90,75,0.30161
1,2.15,-90,60,0.56859
1,2.15,-90,45,0.75091
1,2.15,-90,30,0.92972
1,2.15,-90,15,0.98524
2,0.25,90,75,0
2,0.25,90,60,0.00649
2,0.25,90,45,0.01109
2,0.25,90,30,0.01821
2,0.25,90,15,0.02181
2,0.25,90,0,0.02317
2,0.25,75,75,0.0004
2,0.25,75,60,0.00727
2,0.25,75,45,0.01242
2,0.25,75,30,0.01853
2,0.25,75,15,0.0225
2,0.25,75,0,0.0225
2,0.25,60,75,0.00007
2,0.25,60,60,0.00798
2,0.25,60,45,0.01357
2,0.25,60,30,0.0191
2,0.25,60,15,0.02218
2,0.25,60,0,0.02331
2,0.25,45,75,0.00004
2,0.25,45,60,0.00306
2,0.25,45,45,0.01138
2,0.25,45,30,0.02272
2,0.25,45,15,0.02383
2,0.25,45,0,0.02576
2,0.25,30,75,0.00001
2,0.25,30,60,0.00323
2,0.25,30,45,0.01288
2,0.25,30,30,0.0193
2,0.25,30,15,0.02774
2,0.25,30,0,0.02845
2,0.25,15,75,0
2,0.25,15,60,0.0032
2,0.25,15,45,0.01171
2,0.25,15,30,0.02072
2,0.25,15,15,0.0284
2,0.25,15,0,0.0283
2,0.25,0,75,0.00004
2,0.25,0,60,0.00475
2,0.25,0,45,0.01055
2,0.25,0,30,0.02207
2,0.25,0,15,0.02685
2,0.25,0,0,0.03048
2,0.25,-15,75,0.00066
2,0.25,-15,60,0.00463
2,0.25,-15,45,0.01059
2,0.25,-15,30,0.02006
2,0.25,-15,15,0.02687
2,0.25,-15,0,0.02966
2,0.25,-30,75,0.00009
2,0.25,-30,60,0.00183
2,0.25,-30,45,0.00988
2,0.25,-30,30,0.01876
2,0.25,-30,15,0.02666
2,0.25,-30,0,0.03067
2,0.25,-45,75,0.00006
2,0.25,-45,60,0.00081
2,0.25,-45,45,0.00596
2,0.25,-45,30,0.01415
2,0.25,-45,15,0.02189
2,0.25,-45,0,0.02561
2,0.25,-60,75,0
2,0.25,-60,60,0.002
2,0.25,-60,45,0.00605
2,0.25,-60,30,0.01296
2,0.25,-60,15,0.01982
2,0.25,-60,0,0.02281
2,0.25,-75,75,0
2,0.25,-75,60,0.00307
2,0.25,-75,45,0.0095
2,0.25,-75,30,0.01518
2,0.25,-75,15,0.0197
2,0.25,-75,0,0.0225
2,0.25,-90,75,0
2,0.25,-90,60,0.00649
2,0.25,-90,45,0.01109
2,0.25,-90,30,0.01821
2,0.25,-90,15,0.02181
2,0.25,-90,0,0.02317
2,2.15,90,75,0.31657
2,2.15,90,60,0.58758
2,2.15,90,45,0.74793
2,2.15,90,30,0.85507
2,2.15,90,15,0.92311
2,2.15,90,0,0.93314
2,2.15,75,75,0.30702
2,2.15,75,60,0.59224
2,2.15,75,45,0.7497
2,2.15,75,30,0.88983
2,2.15,75,15,0.94838
2,2.15,75,0,0.96814
2,2.15,60,75,0.33566
2,2.15,60,60,0.58917
2,2.15,60,45,0.78182
2,2.15,60,30,0.90786
2,2.15,60,15,0.9525
2,2.15,60,0,0.97414
2,2.15,45,75,0.31111
2,2.15,45,60,0.59289
2,2.15,45,45,0.77504
2,2.15,45,30,0.91418
2,2.15,45,15,0.99869
2,2.15,45,0,0.99862
2,2.15,30,75,0.26224
2,2.15,30,60,0.62036
2,2.15,30,45,0.77519
2,2.15,30,30,0.91315
2,2.15,30,15,0.99735
2,2.15,30,0,1.03259
2,2.15,15,75,0.23932
2,2.15,15,60,0.59787
2,2.15,15,45,0.79857
2,2.15,15,30,0.92154
2,2.15,15,15,1.00031
2,2.15,15,0,1.02329
2,2.15,0,75,0.2123
2,2.15,0,60,0.58282
2,2.15,0,45,0.78395
2,2.15,0,30,0.94688
2,2.15,0,15,1.00895
2,2.15,0,0,1.0276
2,2.15,-15,75,0.18789
2,2.15,-15,60,0.57627
2,2.15,-15,45,0.76215
2,2.15,-15,30,0.91287
2,2.15,-15,15,0.99439
2,2.15,-15,0,1.02446
2,2.15,-30,75,0.16817
2,2.15,-30,60,0.54167
2,2.15,-30,45,0.73002
2,2.15,-30,30,0.86107
2,2.15,-30,15,0.98888
2,2.15,-30,0,1.022
2,2.15,-45,75,0.21989
2,2.15,-45,60,0.55269
2,2.15,-45,45,0.71493
2,2.15,-45,30,0.86315
2,2.15,-45,15,0.97062
2,2.15,-45,0,0.99808
2,2.15,-60,75,0.28603
2,2.15,-60,60,0.53598
2,2.15,-60,45,0.74105
2,2.15,-60,30,0.87564
2,2.15,-60,15,0.95891
2,2.15,-60,0,0.97253
2,2.15,-75,75,0.3102
2,2.15,-75,60,0.54184
2,2.15,-75,45,0.74177
2,2.15,-75,30,0.88416
2,2.15,-75,15,0.9732
2,2.15,-75,0,0.9703
2,2.15,-90,75,0.31657
2,2.15,-90,60,0.58758
2,2.15,-90,45,0.74793
2,2.15,-90,30,0.85507
2,2.15,-90,15,0.92311
4,0.25,90,75,0
4,0.25,90,60,0.00143
4,0.25,90,45,0.00766
4,0.25,90,30,0.01312
4,0.25,90,15,0.01763
4,0.25,90,0,0.01896
4,0.25,75,75,0.00003
4,0.25,75,60,0.00234
4,0.25,75,45,0.00693
4,0.25,75,30,0.01235
4,0.25,75,15,0.01695
4,0.25,75,0,0.01928
4,0.25,60,75,0.00003
4,0.25,60,60,0.00434
4,0.25,60,45,0.00915
4,0.25,60,30,0.01328
4,0.25,60,15,0.01774
4,0.25,60,0,0.01989
4,0.25,45,75,0.00002
4,0.25,45,60,0.00555
4,0.25,45,45,0.01252
4,0.25,45,30,0.01963
4,0.25,45,15,0.02208
4,0.25,45,0,0.02196
4,0.25,30,75,0
4,0.25,30,60,0.00292
4,0.25,30,45,0.01023
4,0.25,30,30,0.02486
4,0.25,30,15,0.02811
4,0.25,30,0,0.02589
4,0.25,15,75,0
4,0.25,15,60,0.00227
4,0.25,15,45,0.00641
4,0.25,15,30,0.01911
4,0.25,15,15,0.03086
4,0.25,15,0,0.02937
4,0.25,0,75,0.00004
4,0.25,0,60,0.00419
4,0.25,0,45,0.00769
4,0.25,0,30,0.0156
4,0.25,0,15,0.02688
4,0.25,0,0,0.03437
4,0.25,-15,75,0.00008
4,0.25,-15,60,0.00288
4,0.25,-15,45,0.00922
4,0.25,-15,30,0.01748
4,0.25,-15,15,0.02335
4,0.25,-15,0,0.02824
4,0.25,-30,75,0.00007
4,0.25,-30,60,0.00268
4,0.25,-30,45,0.00851
4,0.25,-30,30,0.01847
4,0.25,-30,15,0.02288
4,0.25,-30,0,0.02591
4,0.25,-45,75,0.00005
4,0.25,-45,60,0.00247
4,0.25,-45,45,0.00634
4,0.25,-45,30,0.01403
4,0.25,-45,15,0.01938
4,0.25,-45,0,0.02226
4,0.25,-60,75,0.00017
4,0.25,-60,60,0.00227
4,0.25,-60,45,0.00556
4,0.25,-60,30,0.01271
4,0.25,-60,15,0.01823
4,0.25,-60,0,0.01962
4,0.25,-75,75,0.00062
4,0.25,-75,60,0.00253
4,0.25,-75,45,0.00637
4,0.25,-75,30,0.01255
4,0.25,-75,15,0.01707
4,0.25,-75,0,0.01966
4,0.25,-90,75,0
4,0.25,-90,60,0.00143
4,0.25,-90,45,0.00766
4,0.25,-90,30,0.01312
4,0.25,-90,15,0.01763
4,0.25,-90,0,0.01896
4,2.15,90,75,0.3028
4,2.15,90,60,0.54222
4,2.15,90,45,0.72227
4,2.15,90,30,0.83957
4,2.15,90,15,0.92741
4,2.15,90,0,0.9759
4,2.15,75,75,0.38838
4,2.15,75,60,0.61711
4,2.15,75,45,0.73982
4,2.15,75,30,0.84202
4,2.15,75,15,0.90763
4,2.15,75,0,0.97645
4,2.15,60,75,0.36083
4,2.15,60,60,0.65209
4,2.15,60,45,0.79759
4,2.15,60,30,0.88845
4,2.15,60,15,0.93454
4,2.15,60,0,0.92991
4,2.15,45,75,0.31934
4,2.15,45,60,0.63776
4,2.15,45,45,0.80265
4,2.15,45,30,0.94853
4,2.15,45,15,0.99809
4,2.15,45,0,0.97753
4,2.15,30,75,0.2389
4,2.15,30,60,0.65662
4,2.15,30,45,0.80903
4,2.15,30,30,0.94346
4,2.15,30,15,1.04654
4,2.15,30,0,1.04027
4,2.15,15,75,0.19064
4,2.15,15,60,0.59692
4,2.15,15,45,0.82183
4,2.15,15,30,0.95881
4,2.15,15,15,1.02985
4,2.15,15,0,1.103
4,2.15,0,75,0.13629
4,2.15,0,60,0.53413
4,2.15,0,45,0.77948
4,2.15,0,30,0.9542
4,2.15,0,15,1.05718
4,2.15,0,0,1.05821
4,2.15,-15,75,0.11549
4,2.15,-15,60,0.50675
4,2.15,-15,45,0.72327
4,2.15,-15,30,0.89077
4,2.15,-15,15,1.02036
4,2.15,-15,0,1.09289
4,2.15,-30,75,0.10521
4,2.15,-30,60,0.49097
4,2.15,-30,45,0.65788
4,2.15,-30,30,0.84327
4,2.15,-30,15,0.98048
4,2.15,-30,0,1.0472
4,2.15,-45,75,0.13836
4,2.15,-45,60,0.51739
4,2.15,-45,45,0.64115
4,2.15,-45,30,0.81578
4,2.15,-45,15,0.92728
4,2.15,-45,0,0.97249
4,2.15,-60,75,0.23569
4,2.15,-60,60,0.495
4,2.15,-60,45,0.66606
4,2.15,-60,30,0.83963
4,2.15,-60,15,0.8999
4,2.15,-60,0,0.93886
4,2.15,-75,75,0.33149
4,2.15,-75,60,0.49777
4,2.15,-75,45,0.68852
4,2.15,-75,30,0.85226
4,2.15,-75,15,0.97051
4,2.15,-75,0,0.97138
4,2.15,-90,75,0.3028
4,2.15,-90,60,0.54222
4,2.15,-90,45,0.72227
4,2.15,-90,30,0.83957
4,2.15,-90,15,0.92741
